dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,uairne,type,secteur,code,Nom,Latitude,Longitude
OUI,6/19/2006,OUI,OUI,NON,,NON,NON,OUI,,"Je vous informe que le dernier rapport d'amiante en notre possession est daté du 18 juin 1999. Je n'ai pas pu renseigner cette date (date non valide).
L'intendance",0021946E,LYC,PU,0021946E,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE LYCEE EUROPEEN <br> 02600 VILLERS-COTTERETS,49.251608692267936,3.08122237343081
OUI,6/30/2015,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0021829C,1ORD,PU,0021829C,ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE <br> 02590 ETREILLERS,49.82847215993226,3.1611275781624864
OUI,6/17/2016,OUI,OUI,NON,,NON,NON,OUI,,"des travaux importants ont été faits dans l'établissement et ont fait l'objet d'un diagnostic avant travaux (dernier en date, 21.10.2014 pour l'externat, pas de présence d'amiante)",0020031Y,LYC,PU,0020031Y,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE FREDERIC ET IRENE JOLIOT CURIE <br> 02500 HIRSON,49.9298897073977,4.0809016385850185
NON,,,,,,,,,,,0021564P,1ORD,PU,0021564P,ECOLE ELEMENTAIRE  <br> 02490 VERMAND,49.87849560872881,3.149630376838585
NON,,,,,,,,,,,0021696H,1ORD,PU,0021696H,ECOLE ELEMENTAIRE  <br> 02440 CLASTRES,49.74585011057478,3.2347809612448817
NON,,,,,,,,,,,0020927X,1ORD,PU,0020927X,ECOLE ELEMENTAIRE  <br> 02370 PRESLES-ET-BOVES,49.39377110586648,3.5590341296322023
OUI,6/17/2004,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le DTA est consultable au Conseil départemental.,0020018J,CLG,PU,0020018J,COLLEGE LEON DROUSSENT <br> 02380 COUCY-LE-CHATEAU-AUFFRIQUE,49.518711540827866,3.3133673163385398
NON,,,,,,,,,,,0021296Y,1ORD,PU,0021296Y,ECOLE MATERNELLE PASCAL CECCALDI <br> 02140 VERVINS,49.833295032416295,3.902351429993158
NON,,,,,,,,,,,0020759P,1ORD,PU,0020759P,ECOLE ELEMENTAIRE  <br> 02290 RESSONS-LE-LONG,49.38750838138564,3.1493117801928903
OUI,,OUI,NON,NON,,NON,NON,OUI,,,0020203K,1ORD,PU,0020203K,ECOLE ELEMENTAIRE LES DEUX VALLEES <br> 02860 CHAMOUILLE,49.47159950258222,3.667430466805045
,,,,,,,,,,"Je n'ai pas accès à ses informations
Les bâtiments sont gérés par les communes",0020623S,1ORD,PU,0020623S,ECOLE ELEMENTAIRE  <br> 02470 DAMMARD,49.144436546861975,3.1981299268319523
NON,,,,,,,,,,,0020457L,1ORD,PU,0020457L,ECOLE ELEMENTAIRE JULES VERNE <br> 02800 LA FERE,49.65857642176686,3.3733807424331963
NON,,,,,,,,,,,0020413N,1ORD,PU,0020413N,ECOLE ELEMENTAIRE  <br> 02250 ERLON,49.72885783168667,3.71533966576956
OUI,6/10/2015,NON,NON,NON,,NON,NON,OUI,,,0020052W,LP,PU,0020052W,LYCEE PROFESSIONNEL COLARD NOEL <br> 02100 SAINT-QUENTIN,49.86300036842597,3.3091613707277747
OUI,2/3/2009,OUI,OUI,OUI,2/3/2009,NON,NON,OUI,,Matériau concerné pour certains locaux recevant du public : colle des dalles de sol,0021939X,LYC,PU,0021939X,LYCEE POLYVALENT JULES VERNE <br> 02401 CHATEAU-THIERRY,49.053850902665786,3.400402840558212
,,,,,,,,,,Je ne dispose pas des éléments de réponses au questionnaire. Il conviendrait de transmettre cette enquête à la mairie de Soissons.,0022068M,1ORD,PU,0022068M,ECOLE ELEMENTAIRE GR.SCOL. R.FIOLET <br> 02200 SOISSONS,49.37342946794377,3.3109053762655245
NON,,,,,,,,,,,0022094R,1ORD,PU,0022094R,ECOLE ELEMENTAIRE ECOLE DES FILLES CATHY FAOU <br> 02620 BUIRONFOSSE,49.96665110554453,3.8343626095725765
NON,,,,,,,,,,,0021651J,1ORD,PU,0021651J,ECOLE ELEMENTAIRE M.PRAT <br> 02800 CHARMES,49.65343815517368,3.3780727057440694
NON,,,,,,,,,,,0020709K,1ORD,PU,0020709K,ECOLE ELEMENTAIRE CITEE CHAPPEE <br> 02000 MONS-EN-LAONNOIS,49.54153337665564,3.5788843224692357
OUI,3/17/2006,OUI,,OUI,,NON,NON,OUI,,,0022093P,1ORD,PU,0022093P,ECOLE ELEMENTAIRE CHARLES CHEVALLIER <br> 02200 ACY,49.35395528646202,3.4168832602581567
NON,,,,,,,,,,,0020577S,1ORD,PU,0020577S,ECOLE MATERNELLE  <br> 02220 COURCELLES-SUR-VESLE,49.338660989611114,3.5699704698638617
NON,,,,,,,,,,,0020098W,1ORD,PU,0020098W,ECOLE ELEMENTAIRE  <br> 02290 BERNY-RIVIERE,49.41096554998812,3.1401970244078146
NON,,,,,,,,,,,0020024R,CLG,PU,0020024R,COLLEGE ANNE DE MONTMORENCY <br> 02130 FERE-EN-TARDENOIS,49.19890491055798,3.5069354762553613
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0021112Y,1ORD,PU,0021112Y,ECOLE ELEMENTAIRE R GERARD <br> 02420 LEHAUCOURT,49.9173285891266,3.279527821875268
OUI,7/5/2004,OUI,OUI,NON,,NON,NON,OUI,,,0020044M,CLG,PU,0020044M,COLLEGE QUENTIN DE LA TOUR <br> 02120 SAINS-RICHAUMONT,49.826097699996126,3.706883951143248
,,,,,,,,,,établissement neuf ouvert en septembre 2014.,0020459N,1ORD,PU,0020459N,ECOLE ELEMENTAIRE JULES FERRY <br> 02130 FERE-EN-TARDENOIS,49.19950770075091,3.5096043251022837
NON,,,,,,,,,,,0021174R,1ORD,PU,0021174R,ECOLE MATERNELLE  <br> 02300 SINCENY,49.59613585511341,3.247849384861693
OUI,6/15/2004,NON,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Réhabilitation du collège en 2010 (notamment bâtiment restauration), pas de réactualisation du DTA depuis",0020009Z,CLG,PU,0020009Z,COLLEGE PIERRE ET MARIE CURIE <br> 02220 BRAINE,49.346263598409614,3.5336425545556116
OUI,3/27/2007,OUI,OUI,NON,,NON,NON,OUI,,,0021943B,1ORD,PU,0021943B,ECOLE ELEMENTAIRE  <br> 02110 BEAUREVOIR,49.997103272709786,3.30938223129542
NON,,,,,,,,,,,0021492L,CLG,PU,0021492L,COLLEGE GERARD PHILIPE <br> 02200 SOISSONS,49.37219655136736,3.3058392298789374
OUI,,OUI,NON,NON,,NON,NON,OUI,,,0600405P,1ORD,PU,0600405P,ECOLE MATERNELLE  <br> 60690 LA NEUVILLE-SUR-OUDEUIL,49.573614405261715,2.007828504873084
NON,,,,,,,,,,,0600352G,1ORD,PU,0600352G,ECOLE ELEMENTAIRE JACQUES PREVERT <br> 60000 BEAUVAIS,49.419224439108575,2.0800183311233984
NON,,,,,,,,,,,0600683S,1ORD,PU,0600683S,ECOLE ELEMENTAIRE AMAND LEFEUVRE <br> 60840 BREUIL-LE-SEC,49.37635132459075,2.4506701906028683
,,,,,,,,,,,0600366X,1ORD,PU,0600366X,ECOLE ELEMENTAIRE VICTOR DURUY <br> 60000 BEAUVAIS,49.42992305529202,2.0902735538559765
NON,,,,,,,,,,,0601304S,1ORD,PU,0601304S,ECOLE ELEMENTAIRE  <br> 60310 LASSIGNY,49.58695425265753,2.8419168557127072
OUI,12/30/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","il n'existe que quelques tôles de fibro ciment sur la toiture des toilettes  
état non dégradé
l'école possède la fiche récapitulative du DTA",0021677M,1ORD,PU,0021677M,ECOLE ELEMENTAIRE  <br> 02390 THENELLES,49.83116518294594,3.46828577460805
OUI,7/20/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0600139A,1ORD,PU,0600139A,ECOLE ELEMENTAIRE  <br> 60240 FRESNE-LEGUILLON,49.253634107169475,1.9821832549629528
NON,,,,,,,,,,,0601692N,1ORD,PU,0601692N,ECOLE ELEMENTAIRE CH.PERRAULT <br> 60400 NOYON,49.57441318618081,3.0130827317931463
OUI,12/2/2005,OUI,OUI,OUI,,NON,NON,OUI,,"Les locaux scolaires concernés par la présence d’amiante non friable ont fait l'objet d'une opération de désamiantage, au mois de juin 2016. Un nouveau contrôle a eu lieu fin juin 2016, montrant désormais, l'absence d’amiante.",0600324B,1ORD,PU,0600324B,ECOLE ELEMENTAIRE  <br> 60117 RUSSY-BEMONT,49.243140924864385,2.9648534379693605
NON,,,,,,,,,,,0800115R,1ORD,PU,0800115R,ECOLE ELEMENTAIRE  <br> 80300 POZIERES,50.0402286391712,2.724700084012132
,,,,,,,,,,"Toute l'amiante de l'école a été supprimée, notamment au niveau du toit lors des travaux de réhabilitation de 2007.",0801567U,APPL,PU,0801567U,ECOLE MATERNELLE ANNEXE D ESPE CHEMIN DES PLANTES <br> 80000 AMIENS,49.88230230947792,2.27462046867866
NON,,,,,,,,,,,0800916L,1ORD,PU,0800916L,ECOLE ELEMENTAIRE  <br> 80850 BERTEAUCOURT-LES-DAMES,50.04607274761819,2.1530835405578364
,,,,,,,,,,Je ne sais pas si un DTA a été réalisé .,0801242R,1ORD,PU,0801242R,ECOLE MATERNELLE LA PAIX <br> 80000 AMIENS,49.91159680572057,2.2981435732599884
OUI,5/10/2014,OUI,OUI,NON,,NON,NON,OUI,,,0801616X,CLG,PU,0801616X,COLLEGE GUY MARESCHAL <br> 80093 AMIENS,49.87086456315274,2.3281177436464477
NON,,,,,,,,,,,0800693U,1ORD,PU,0800693U,ECOLE ELEMENTAIRE  <br> 80210 AIGNEVILLE,50.035306653693716,1.616126189832492
NON,,,,,,,,,,,0020151D,1ORD,PU,0020151D,ECOLE ELEMENTAIRE  <br> 02320 BRANCOURT-EN-LAONNOIS,49.51347384090615,3.41899512942559
,,,,,,,,,,,0801640Y,1ORD,PU,0801640Y,ECOLE ELEMENTAIRE SIMONE VEIL <br> 80460 AULT,50.09929040773997,1.4585924430678163
NON,,,,,,,,,,,0601838X,1ORD,PU,0601838X,ECOLE ELEMENTAIRE JACQUES CORBIERE <br> 60130 BULLES,49.46201575292049,2.3248227040101783
,,,,,,,,,,,0801492M,1ORD,PU,0801492M,ECOLE ELEMENTAIRE LONGPRE <br> 80080 AMIENS,49.922841322596,2.263324045686538
NON,,,,,,,,,,,0801088Y,1ORD,PU,0801088Y,ECOLE ELEMENTAIRE GERMAIN ALIX <br> 80160 CONTY,49.73983137240785,2.153020171438982
NON,,,,,,,,,,,0600132T,1ORD,PU,0600132T,ECOLE ELEMENTAIRE  <br> 60240 COURCELLES-LES-GISORS,49.260879142363045,1.7423787352794409
NON,,,,,,,,,,,0600349D,1ORD,PU,0600349D,ECOLE ELEMENTAIRE DE L'EUROPE <br> 60000 BEAUVAIS,49.44026355142982,2.0763769301317003
OUI,12/4/2001,NON,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Questionnaire rempli par la secrétaire de mairie de Pouilly sur serre,0022060D,1ORD,PU,0022060D,ECOLE ELEMENTAIRE  <br> 02270 POUILLY-SUR-SERRE,49.681237775507434,3.590673152315154
OUI,5/27/2010,OUI,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0600490G,1ORD,PU,0600490G,ECOLE MATERNELLE JEAN BIONDI <br> 60100 CREIL,49.25443554940566,2.471276098788745
NON,,,,,,,,,,,0601439N,1ORD,PU,0601439N,ECOLE MATERNELLE CENTRE <br> 60660 CIRES-LES-MELLO,49.27359108073709,2.3592017291483427
OUI,6/24/2016,OUI,OUI,NON,,NON,NON,OUI,,,0601188R,CLG,PU,0601188R,COLLEGE JEAN BAPTISTE PELLERIN <br> 60008 BEAUVAIS,49.42913829393727,2.0936224734495164
NON,,,,,,,,,,,0800617L,1ORD,PU,0800617L,ECOLE ELEMENTAIRE  <br> 80132 LE TITRE,50.18891181734843,1.8009823912282663
NON,,,,,,,,,,,0600910N,1ORD,PU,0600910N,ECOLE ELEMENTAIRE  <br> 60650 HANNACHES,49.49772229997416,1.8068492508568488
OUI,,OUI,OUI,NON,11/12/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0802050U,1ORD,PU,0802050U,ECOLE ELEMENTAIRE RENANCOURT <br> 80000 AMIENS,49.896152446223965,2.260225796296613
,,,,,,,,,,"je n'ai aucune information de ce genre : c'est la mairie qui est propriétaire ....
cordialement
A.Catelas",0801185D,1ORD,PU,0801185D,ECOLE ELEMENTAIRE ALBERT SCHWEITZER  A <br> 80080 AMIENS,49.90972253057803,2.311675260123813
OUI,11/16/2005,OUI,OUI,OUI,,NON,NON,OUI,,,0600582G,1ORD,PU,0600582G,ECOLE ELEMENTAIRE MARCELIN BERTHELOT <br> 60290 RANTIGNY,49.329268885635436,2.4388340420888515
NON,,,,,,,,,,,0600432U,1ORD,PU,0600432U,ECOLE MATERNELLE COINCOURT <br> 60250 MOUY,49.322334058103415,2.307282667576314
OUI,,,,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le diagnostic a été réalisé pendant une période de vacances en 2015 et aucun retour n'a été envoyé à l'école. De ce fait, nous ne pouvons répondre entièrement à ce questionnaire.",0800883A,1ORD,PU,0800883A,ECOLE ELEMENTAIRE SAINT-MAURICE  A <br> 80080 AMIENS,49.903504700161456,2.290397738955084
NON,,,,,,,,,,,0801231D,LP,PR,0801231D,LYCEE PROFESSIONNEL HENRY POTEZ <br> 80300 MEAULTE,49.98007914912394,2.679434150136962
OUI,,NON,OUI,OUI,6/7/2015,NON,NON,OUI,,,0601465S,1ORD,PU,0601465S,ECOLE ELEMENTAIRE ALBERT ROBIDA GROUPE B <br> 60200 COMPIEGNE,49.40456041339834,2.819715309389456
OUI,8/31/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0021688Z,CLG,PU,0021688Z,COLLEGE MAX DUSSUCHAL <br> 02600 VILLERS-COTTERETS,49.259078006324366,3.0829482370112835
NON,,,,,,,,,,,0600861K,1ORD,PU,0600861K,ECOLE ELEMENTAIRE  <br> 60480 OURSEL-MAISON,49.59279296291285,2.1630795197415904
OUI,11/1/2015,OUI,OUI,NON,,NON,NON,OUI,,,0601180G,CLG,PU,0601180G,COLLEGE M. ET G. BLIN <br> 60420 MAIGNELAY-MONTIGNY,49.55152222605889,2.513357137521882
OUI,6/5/2012,OUI,OUI,NON,,NON,NON,OUI,,,0020029W,CLG,PU,0020029W,COLLEGE ALEXANDRE DUMAS <br> 02190 VILLENEUVE-SUR-AISNE,49.44385938711189,3.9669815183532458
OUI,8/17/2005,OUI,OUI,NON,,OUI,NON,OUI,,Consultable au bureau du gestionnaire,0800039H,CLG,PU,0800039H,COLLEGE JOLIOT CURIE <br> 80350 MERS-LES-BAINS,50.06890214179287,1.3933255736158996
NON,,,,,,,,,,,0600858G,1ORD,PU,0600858G,ECOLE ELEMENTAIRE PHILIPPE HONORE <br> 60480 MONTREUIL-SUR-BRECHE,49.508337421245535,2.271995644225802
NON,,,,,,,,,,,0600363U,APPL,PU,0600363U,ECOLE ELEMENTAIRE D APPLICATION JULES FERRY <br> 60000 BEAUVAIS,49.435292692930524,2.0828613561849347
NON,,,,,,,,,,,0801912U,1ORD,PU,0801912U,ECOLE ELEMENTAIRE JULES VERNE <br> 80550 LE CROTOY,50.22072022567377,1.6200214867252305
OUI,,OUI,OUI,NON,,NON,OUI,OUI,,"Une opération lourde de désamiantage a été réalisée en 2012/2013 (dalles et colle) + pignons du bâtiment (fausses ardoises) et tuyaux d'évacuation des eaux usées (Eternit).

Il reste encore des ardoises ""amiantées"" sur le pignon du bâtiment de la rest",0801490K,CLG,PU,0801490K,COLLEGE DE LA BAIE DE SOMME <br> 80230 SAINT-VALERY-SUR-SOMME,50.18428979479929,1.6406195514255475
NON,,,,,,,,,,,0021591U,1ORD,PU,0021591U,ECOLE ELEMENTAIRE RAYMOND TAVERNIER <br> 02300 AUTREVILLE,49.59561752679428,3.2289784229287872
NON,,,,,,,,,,,0600142D,1ORD,PU,0600142D,ECOLE ELEMENTAIRE  <br> 60240 LAVILLETERTRE,49.19495918176415,1.9287557454808544
NON,,,,,,,,,,,0600126L,1ORD,PU,0600126L,ECOLE ELEMENTAIRE  <br> 60240 MONTCHEVREUIL,49.28937746601021,1.96311388340822
NON,,,,,,,,,,,0601442S,1ORD,PU,0601442S,ECOLE ELEMENTAIRE MARCEL PROVOST <br> 60400 NOYON,49.58566231098616,3.005136377290738
NON,,,,,,,,,,,0600360R,1ORD,PU,0600360R,ECOLE ELEMENTAIRE MARISSEL A - FIDELIE BORDEZ <br> 60000 BEAUVAIS,49.42887904421018,2.107362699986902
OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Renseignements pris auprès de la collectivité territoriale, de l'amiante a été décelé en salle 506 dans la colle du revêtement de sol. De même, la collectivité n'a pas procédé à l'actualisation du DTA.",0601864A,LYC,PU,0601864A,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE ANDRE MALRAUX <br> 60761 MONTATAIRE,49.260766661223876,2.4253600101154067
NON,,,,,,,,,,,0600854C,1ORD,PU,0600854C,ECOLE ELEMENTAIRE  <br> 60120 HARDIVILLERS,49.61666271078108,2.222577339105247
NON,,,,,,,,,,,0601021J,1ORD,PU,0601021J,ECOLE ELEMENTAIRE  <br> 60400 GRANDRU,49.605018456822464,3.0859782911954414
OUI,5/7/2012,OUI,OUI,OUI,5/7/2012,NON,NON,OUI,,Contrôle périodique en interne à effectuer tous les trois ans sauf modification avérée de l'état du matériau.,0020856V,1ORD,PU,0020856V,ECOLE ELEMENTAIRE LYON-JUMENTIER <br> 02100 SAINT-QUENTIN,49.84550853887859,3.2849640338010024
OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Renseignements pris auprès de la collectivité locale de rattachement, de l'amiante a été décelé en salle 506 dans la colle du revêtement de sol. De même, la collectivité n'a pas procédé à l'actualisation du DTA.",0601870G,LP,PU,0601870G,LYCEE PROFESSIONNEL ANDRE MALRAUX <br> 60761 MONTATAIRE,49.2612754672986,2.42516617041182
NON,,,,,,,,,,,0600197N,1ORD,PU,0600197N,ECOLE ELEMENTAIRE  <br> 60850 CUIGY-EN-BRAY,49.42715821901625,1.826973149158008
NON,,,,,,,,,,,0600972F,1ORD,PU,0600972F,ECOLE ELEMENTAIRE DU CHEMIN VERT <br> 60430 NOAILLES,49.32886619525665,2.200371957057463
OUI,3/29/2004,OUI,OUI,NON,,NON,NON,OUI,,"En ce qui concerne les points 6 et 9, il n'y a aucune précision dans le DTA.
Le DTA est aussi consultable auprès de la Direction des bâtiments du Conseil Départemental de la Somme.",0801341Y,CLG,PU,0801341Y,COLLEGE LOUISE MICHEL <br> 80700 ROYE,49.706199946668214,2.777824534332099
NON,,,,,,,,,,,0801515M,1ORD,PU,0801515M,ECOLE ELEMENTAIRE ALFRED MANESSIER <br> 80610 SAINT-OUEN,50.03751916043629,2.11943777168015
OUI,2/2/2005,OUI,OUI,NON,,NON,NON,OUI,,"1. Couverture en fibres ciment du garage changée depuis le DTA.
2. Amiante dans les coffrages perdus des poteaux du hall d'entrée principal de l'école.",0800129F,APPL,PU,0800129F,ECOLE ELEMENTAIRE JULES BARNI <br> 80090 AMIENS,49.884918132363,2.3213366599688
OUI,6/10/2010,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0600751R,1ORD,PU,0600751R,ECOLE ELEMENTAIRE ALBERT CAMUS <br> 60100 CREIL,49.25431777723052,2.46515742645503
OUI,12/19/2012,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Enquête complétée par la Mairie d'Airaines,0801603H,1ORD,PU,0801603H,ECOLE ELEMENTAIRE  <br> 80270 AIRAINES,49.96486007801897,1.9412262941716252
NON,,,,,,,,,,,0021949H,1ORD,PU,0021949H,ECOLE ELEMENTAIRE CARRIER BELLEUSE <br> 02320 ANIZY-LE-GRAND,49.50583654178597,3.4483333352347643
NON,,,,,,,,,,,0020544F,1ORD,PU,0020544F,ECOLE ELEMENTAIRE PIERRE HENIN <br> 02600 COEUVRES-ET-VALSERY,49.33879005648016,3.1544518072958043
OUI,3/8/2006,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0801241P,1ORD,PU,0801241P,ECOLE MATERNELLE PAUL LANGEVIN <br> 80300 ALBERT,49.99467917611821,2.6502936623665296
OUI,12/27/1996,OUI,NON,,,,,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0600502V,1ORD,PU,0600502V,ECOLE MATERNELLE JOLIOT-CURIE <br> 60160 MONTATAIRE,49.25633378431355,2.4478983122108806
NON,,,,,,,,,,,0021193L,1ORD,PU,0021193L,ECOLE ELEMENTAIRE GR.SCOL. SAINT-WAAST <br> 02200 SOISSONS,49.382697840992755,3.3360521095871856
NON,,,,,,,,,,,0800713R,1ORD,PU,0800713R,ECOLE ELEMENTAIRE RAYMONDE PRUVOT <br> 80570 EMBREVILLE,50.030112596804884,1.5418175819405298
NON,,,,,,,,,,,0020145X,1ORD,PU,0020145X,ECOLE ELEMENTAIRE  <br> 02140 LA BOUTEILLE,49.85972041942146,3.973303938584957
NON,,,,,,,,,,,0020522G,1ORD,PU,0020522G,ECOLE ELEMENTAIRE DU CENTRE ET PARADIS <br> 02520 FLAVY-LE-MARTEL,49.704477999013726,3.194557473929463
,,,,,,,,,,,0600022Y,CLG,PU,0600022Y,COLLEGE GABRIEL HAVEZ <br> 60107 CREIL,49.2479961264083,2.468845424382893
OUI,2/6/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0601941J,1ORD,PU,0601941J,ECOLE ELEMENTAIRE R.BLONDEAU <br> 60240 CHAUMONT-EN-VEXIN,49.26327201342534,1.8842811109787587
OUI,3/25/2009,,OUI,OUI,,NON,NON,OUI,,,0800046R,LYC,PU,0800046R,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE PIERRE MENDES FRANCE <br> 80201 PERONNE,49.93625925196878,2.941592866981268
OUI,5/7/2015,OUI,OUI,OUI,5/29/2015,OUI,NON,OUI,Autres,La chaufferie du bâtiment principal va être désamiantée sur les vacances scolaires d'été 2016.,0801479Y,LYC,PR,0801479Y,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE SAINT REMI <br> 80001 AMIENS,49.893762015825345,2.2986476306870856
OUI,5/22/2005,OUI,OUI,OUI,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Le dernier DTA en date a été réalisé en 2005, juste avant la rénovation du collège.
Des travaux de désamiantage ont été effectués lors de la rénovation de 2006 mais n'apparaissent pas dans le DTA dont nous n'avons pas d'exemplaire.",0601424X,CLG,PU,0601424X,COLLEGE CONDORCET <br> 60510 BRESLES,49.40963345110768,2.2446942346400447
OUI,3/13/2015,NON,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","L'établissement scolaire a fait l'objet d'un contrôle le 12 décembre 1996 avec un résultat 0 amiante dans la totalité des locaux.
Les travaux de réhabilitation de la partie maternelle ont été précédés d'un contrôle en date du 13 mars 2015 avec un résult",0600561J,1ORD,PU,0600561J,ECOLE ELEMENTAIRE DANIEL OURTH <br> 60140 BAILLEVAL,49.345868164946864,2.458294990217221
OUI,2/26/1997,OUI,NON,NON,,NON,NON,OUI,,,0801874C,LYC,PR,0801874C,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE SAINT RIQUIER <br> 80001 AMIENS,49.8827635982196,2.3240486583261557
OUI,6/3/2004,OUI,NON,NON,,NON,NON,OUI,,,0800036E,CLG,PU,0800036E,COLLEGE VICTOR HUGO <br> 80400 HAM,49.752855233178884,3.0784831064953435
NON,,,,,,,,,,,0600374F,1ORD,PU,0600374F,ECOLE ELEMENTAIRE  <br> 60210 HAUTBOS,49.62772323907834,1.8701966416928917
OUI,3/13/1997,OUI,NON,,,,,,,Il n'y a pas eu de prélèvement au sol qui est en dalamite.,0601639F,1ORD,PU,0601639F,ECOLE MATERNELLE ANDRE MALRAUX <br> 60800 CREPY-EN-VALOIS,49.227830810508394,2.885972517541738
OUI,7/17/2007,OUI,OUI,OUI,,NON,NON,OUI,,,0601899N,1ORD,PU,0601899N,ECOLE ELEMENTAIRE LOUIS WARABIOT <br> 60210 GRANDVILLIERS,49.666641246703655,1.9417007907636517
OUI,9/9/2003,OUI,NON,NON,,NON,NON,OUI,,,0601134G,1ORD,PU,0601134G,ECOLE ELEMENTAIRE RAOUL GAUTHERIN <br> 60520 THIERS-SUR-THEVE,49.151848890429115,2.5708189597125983
OUI,7/28/2003,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Vous me demandez de remplir une enquête qui m'a obligée à demander des renseignements à la mairie car je n'avais pas le rapport de mission de repérage. Cette demande est très technique, et dépasse les compétences des directeurs.",0600367Y,APPL,PU,0600367Y,ECOLE ELEMENTAIRE D APPLICATION PAUL BERT <br> 60000 BEAUVAIS,49.42581323290245,2.0841697949598257
NON,,,,,,,,,,,0600506Z,1ORD,PU,0600506Z,ECOLE ELEMENTAIRE PIERRE CAUDRON <br> 60400 SALENCY,49.58625902462889,3.0535013308260543
NON,,,,,,,,,,,0021671F,1ORD,PU,0021671F,ECOLE ELEMENTAIRE  <br> 02260 LA CAPELLE,49.975800176356756,3.919880945751155
OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0601869F,1ORD,PU,0601869F,ECOLE ELEMENTAIRE  <br> 60390 PORCHEUX,49.33154929300249,1.924817201041484
NON,,,,,,,,,,,0601527J,1ORD,PU,0601527J,ECOLE MATERNELLE JACQUES PREVERT <br> 60200 COMPIEGNE,49.40559125343354,2.827018838284065
