permis_date,dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,type,secteur,code,Latitude,Longitude,collectivite
1,OUI,,OUI,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","L'établissement a en sa possession un ""diagnostic amiante"" effectué en décembre 1998 mentionnant une présence d'amiante chrysotile dans la colle et dans la dalle.
Mais l'établissement n'a pas en sa possession le rapport indiquant les conclusions de l'op",1ORD,PU,0021481Z,49.5500994608014,3.626926334402589,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","La date de la réalisation  du dossier technique amiante  est juin 1997.
Tous ces renseignements ont été remplis par le Maire du Village, Monsieur DEJOYE Jean-Yves.",1ORD,PU,0600508B,49.556491491737496,2.9944838785259305,1
1,OUI,5/15/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0601615E,49.29603138808916,2.6061371019409525,1
1,OUI,3/8/2006,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801655P,49.9952586371944,2.650331482356404,1
1,NON,,,,,,,,,,,1ORD,PU,0021735A,48.98013568134576,3.2828730793130454,1
1,OUI,11/10/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0601285W,49.32705728658496,2.4671735670286536,1
1,NON,,,,,,,,,,,1ORD,PU,0601572H,49.41428231820097,3.0072036498185217,1
1,OUI,1/25/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0800969U,50.017522767262975,2.3857053393415737,1
1,OUI,10/24/2005,OUI,OUI,NON,,NON,NON,OUI,,Amiante dans toit du préau (bon état),1ORD,PU,0021565R,49.868358072148226,3.502332443035125,1
1,OUI,,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Rapport du 5/3/2004,1ORD,PU,0601299L,49.25878709450286,2.1676048521920097,1
1,OUI,11/2/2008,OUI,OUI,OUI,,NON,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601916G,49.256114617238254,2.4489225013956153,1
1,OUI,6/16/2016,OUI,OUI,OUI,8/21/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021089Y,49.89794510163945,3.6289827577193816,1
0,OUI,7/30/2016,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0021567T,49.737163035035934,3.5599716095801583,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600089W,49.42320757134322,1.9918986673905232,1
1,OUI,9/8/2003,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601098T,49.52864964008039,2.4415341266115225,1
1,OUI,2/26/1997,OUI,NON,NON,,NON,NON,OUI,Autres,,LYC,PR,0801743K,50.15360783933843,2.340058041488125,3
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600962V,49.30428038218657,2.6828739073731067,1
1,NON,,,,,,,,,,,1ORD,PU,0600079K,49.35562518983904,1.9414668144384053,1
1,OUI,6/18/2004,NON,OUI,NON,,NON,,OUI,,"Concernant l'obligation de travaux, je ne trouve que le consignes générales de sécurité relatives aux interventions sur produits amiante ciment sur le cas précis de l'établissement aucune indication",CLG,PU,0020011B,48.975098890845615,3.2783556248314967,2
1,OUI,2/22/2007,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801574B,49.84624526474282,1.898487081181204,1
1,OUI,2/14/2004,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600455U,49.47813455173169,2.88370471173392,1
1,OUI,10/6/1999,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600427N,49.231708399758176,2.131189364464247,1
1,NON,,,,,,,,,,,1ORD,PU,0022010Z,49.200250958884325,3.5090258166877315,1
1,OUI,8/30/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0021047C,49.9484478215309,3.418225029609713,1
1,OUI,5/9/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0600954L,49.314951950012286,2.621212619657044,1
1,OUI,2/4/2008,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PR,0601139M,49.43280865454686,2.0862464077072342,2
1,OUI,12/19/2005,OUI,OUI,OUI,5/4/2012,NON,NON,OUI,,NEANT,1ORD,PU,0021956R,49.862083131414614,3.2975877266007885,1
1,OUI,1/27/2006,OUI,OUI,NON,,NON,NON,OUI,,"Notre ecole est  partagée en deux batiments:

école Lavisse: il n'a pas été repéré de matériaux et produits contenant de l'amiante

école Richepin:il a été repéré des matériaux et produits contenant de l'amiante: conduite d'eau pluviale en amiante",1ORD,PU,0022077X,50.015319740727385,3.7838178056403655,1
1,OUI,7/20/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Informations données par la mairie de Bettencourt-Saint-Ouen.,1ORD,PU,0800287C,50.024942898296395,2.111571595825657,1
1,OUI,11/23/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0801871Z,50.18670760638324,1.7126479812188582,1
1,OUI,10/22/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0020705F,49.90087373191846,3.6964264945200473,1
1,NON,,,,,,,,,,,1ORD,PU,0600894W,49.36619717015192,2.2143583630873747,1
1,NON,,,,,,,,,,,1ORD,PU,0020928Y,49.5097361263654,3.6255466774602514,1
1,OUI,12/14/2005,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Les travaux ont été effectués.,1ORD,PU,0601776E,49.40988268969656,3.0512945919095587,1
1,OUI,3/30/2004,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601915F,49.301743470251104,2.6327190831769944,1
1,,,,,,,,,NON,,,1ORD,PU,0600931L,49.47748878892383,2.7753956664170265,1
2,,,,,,,,,,,,1ORD,PU,0020777J,49.37750288430827,3.816162388872367,1
1,OUI,,OUI,,,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0020785T,49.195953766953046,3.3047618473662337,1
1,OUI,3/8/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801345C,49.99049034742371,2.651726818981795,1
1,NON,,,,,,,,,,,1ORD,PU,0021585M,49.03413796726082,3.418944038890383,1
1,NON,,,,,,,,,,,1ORD,PU,0021102M,49.27833297404558,3.0618496368458867,1
1,OUI,3/8/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0800840D,50.00460839075273,2.6475873072081244,1
1,OUI,4/1/2007,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PR,0020473D,49.84970757651345,3.285351489722105,2
1,OUI,6/3/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0600586L,49.34112310918812,2.4972650477808664,1
1,OUI,7/24/2006,NON,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021731W,49.79588164201761,3.4589297943081863,1
1,NON,,,,,,,,,,,1ORD,PU,0020573M,49.20166192420207,3.6359285693674392,1
1,NON,,,,,,,,,,,1ORD,PU,0801689B,49.823863855188605,2.0831719859706177,1
1,OUI,9/2/2004,NON,NON,NON,,NON,NON,OUI,,,1ORD,PU,0601271F,49.40456041339834,2.819715309389456,1
1,OUI,10/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Pour la question 5 :
Résultat BE* et SO**

*BE = Bon Etat
**SO = Sans Objet",LYC,PR,0601700X,49.41632030073431,2.8293483097003107,3
1,OUI,10/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Pour la question 5 : Résultat BE* et SO**

*BE = Bon Etat
**SO = Sans Objet",1ORD,PR,0601390K,49.41609510622791,2.8296397474196917,1
1,OUI,10/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Pour la question 5 : Résultat BE* et SO**

*BE = Bon Etat
**SO = Sans Objet",CLG,PR,0601501F,49.41599840822958,2.829268092669372,2
1,OUI,10/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Pour la question 5 : Résultat BE* et SO**

*BE = Bon Etat
**SO = Sans Objet",LP,PR,0601947R,49.41611812043657,2.8293875546632576,3
1,NON,,,,,,,,,,,1ORD,PU,0022074U,49.650652741999785,3.2854198435123583,1
1,OUI,3/14/2005,OUI,NON,NON,,,NON,OUI,,,1ORD,PU,0601652V,49.36788068730702,1.9935777603052431,1
1,NON,,,,,,,,,,,1ORD,PU,0022100X,49.82579470304217,3.332343419807719,1
2,OUI,12/1/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Il est dit dans  le rapport que ""les enfants et enseignants ne couvrent aucun risque d'exposition à l'amiante"".",1ORD,PU,0020510U,50.041643125834206,3.6653966183568487,1
1,OUI,3/1/2006,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le groupe scolaire a été totalement rénové et agrandi en 2007/2008. Donc toutes les mesures liées à l'amiante ont été étudiées lors de cette construction en accord avec le bureau de contrôle technique (APAVE) titulaire du marché.,1ORD,PU,0600403M,49.50344986759056,1.9973366944936184,1
1,OUI,11/12/1997,NON,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Des travaux d'aménagement ont été réalisés en 1999 dans la salle de repos (salle non concernée par le DTA).
en 2009 la totalité des fenêtres ont été remplacées par des fenêtres PVC pour un meilleur confort.",1ORD,PU,0020354Z,49.865688115215434,3.649107910509436,1
1,OUI,12/22/2003,OUI,OUI,OUI,5/6/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Les matériaux contenant de l 'amiante ont été retirés lors de travaux effectués en août 2013.,1ORD,PU,0601643K,49.57968927565362,3.0194982727106185,1
1,NON,,,,,,,,,,,1ORD,PU,0021701N,49.79007348207357,3.3096986875878107,1
1,OUI,7/5/2004,OUI,OUI,OUI,7/24/2009,NON,NON,OUI,,,1ORD,PU,0600479V,49.40762139503104,2.8016185470103045,1
0,,,,,,,,,,,"Je ne suis pas en possession de ces renseignements.
Merci de contacter directement le propriétaire des locaux, à savoir la commune : mairie.blacourt@wanadoo.fr",1ORD,PU,0600229Y,49.4647349873493,1.8613962210148076,1
1,NON,,,,,,,,,,,1ORD,PU,0020325T,49.6891958571176,3.432645584897935,1
1,OUI,9/23/2015,OUI,OUI,OUI,8/21/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021094D,49.89363445517313,3.635649085024748,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0020250L,49.62044387387449,3.2086528185323546,1
1,OUI,7/5/2000,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0600942Y,49.51697760449796,2.763866662422608,1
1,OUI,4/15/2011,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0601383C,49.24537647742302,2.125080910819515,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021838M,49.625826182486676,3.2062663523414074,1
1,NON,,,,,,,,,,,1ORD,PU,0021551A,49.519222181098954,3.2671044561246716,1
1,OUI,,OUI,NON,NON,,,,,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0020252N,49.616650430067175,3.2244832571238953,1
1,OUI,5/21/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0601798D,49.224362526573096,2.887964909653547,1
1,NON,,,,,,,,,,,1ORD,PU,0020186S,49.62045520464655,3.129435750771317,1
1,NON,,,,,,,,,,,1ORD,PU,0801494P,50.022182070456964,3.0780732262255506,1
1,NON,,,,,,,,,,,1ORD,PU,0021172N,49.59576564005074,3.2469531120476445,1
1,NON,,,,,,,,,,,1ORD,PU,0021965A,49.84382844729433,3.4986263438692187,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,,"Bonjour
la mairie de PENDE ne m'a pas donné un document nommé DTA mais une attestation du Bureau VERITAS reçue le 5 mars 1997 et concluant à l'absence d'amiante dans tous les bâtiments à usage scolaire.
Cordialement",1ORD,PU,0801434Z,50.15838070873409,1.5862112606882837,1
2,NON,,,,,,,,,,,CLG,PU,0602077G,49.20120374816984,2.214723481899691,2
1,NON,,,,,,,,,,,1ORD,PU,0021252A,49.92802270184204,3.5780903918624123,1
1,OUI,6/30/2011,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Veiller à l'état de conservation des matériaux et précaution d'usage en cas de travaux: dalle type gerflex et ardoise fibrociment,1ORD,PU,0600553A,49.351333727188226,2.281427452826619,1
1,OUI,6/15/2004,NON,OUI,NON,,NON,NON,OUI,,,CLG,PU,0020067M,49.83633841188634,3.9137819998649896,2
1,NON,,,,,,,,,,,1ORD,PU,0800514Z,49.759114030447435,2.9110596221017992,1
1,OUI,5/17/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601014B,49.610817952886656,2.9698760598173948,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601071N,49.51449531949122,2.951512135596487,1
1,OUI,3/8/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801346D,50.00347776148614,2.6461053870560733,1
1,OUI,3/8/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801426R,49.99068964367078,2.652320369405849,1
1,OUI,10/27/2005,OUI,OUI,OUI,10/27/2005,OUI,OUI,OUI,,,1ORD,PU,0021800W,49.988329072857674,3.65474526285453,1
2,,,,,,,,,,,,1ORD,PU,0600420F,49.1591749447074,2.442348477010766,1
1,NON,,,,,,,,,,,CLG,PR,0601153C,49.633679385716675,2.291645458868225,2
1,OUI,11/19/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0600410V,49.59644327741115,1.9515866535140185,1
1,OUI,1/1/2001,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0020262Z,49.6237549183039,3.2072940884375183,1
1,NON,,,,,,,,,,,1ORD,PU,0800393T,49.91389651374179,2.8647557626198465,1
1,OUI,6/8/2010,OUI,OUI,NON,,NON,NON,OUI,,,LP,PU,0800013E,49.88090839912565,2.325013065645959,3
1,OUI,2/1/2004,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601638E,49.152378958876646,2.4371800852331407,1
1,OUI,6/18/2004,OUI,OUI,NON,,NON,NON,OUI,,"Les dalles de sol amiante ont été recouvertes , en totalité , par du carrelage.",CLG,PU,0020037E,49.75296949241826,3.359142451571268,2
1,OUI,1/20/2001,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0021875C,49.62156799441472,3.2012240473221785,1
1,OUI,12/10/2003,OUI,NON,NON,,,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601457H,49.21307149054696,2.396365895431249,1
0,,,,,,,,,,,"Nommée dans l'établissement depuis septembre 2015, je ne peux renseigner la plupart des rubriques ( date de construction ). J'ai transmis le courriel du 18/06/2016 à la mairie d'Aux Marais.",1ORD,PU,0600338S,49.414015286800385,2.0430257693331506,1
1,NON,,,,,,,,,,,1ORD,PU,0800990S,49.590938735395774,2.6542337467751302,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0800159N,49.92105949800661,2.582490800282372,1
1,OUI,4/1/2009,OUI,OUI,OUI,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Le DTA a été établi par le conseil régional en 1999 et en 2009. Ce dernier n'a pas mené d'opération d'actualisation depuis 2009. Les travaux de réhabilitation et de restructuration menés de 2009 à 2014 sur l'externat ont révélés la présence d'amiante dans,LYC,PU,0800009A,49.875726009301864,2.2981281682450194,3
1,OUI,10/16/2008,OUI,OUI,NON,,,NON,OUI,,,1ORD,PU,0601221B,49.281412965327185,2.7778449694016407,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,Dossier Technique Amiante en mairie de LAMECOURT,1ORD,PU,0600695E,49.429740887897566,2.4682128422902303,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0801920C,50.316153865475705,1.75244562427082,1
1,,,,,,,,,NON,,"N'ayant pas les documents, j'ai demandé aux services techniques de la ville de m'informer. je n'ai à ce jour pas de retour. Je sais cependant que l'école a été rénovée en 2000. Je pense quelle a été mise aux normes. Le Directeur",1ORD,PU,0020448B,49.65875859447841,3.3136475706397186,1
1,NON,,,,,,,,,,,1ORD,PU,0800091P,50.02373484719267,2.658761333833608,1
1,NON,,,,,,,,,,,1ORD,PU,0800572M,50.117535661737655,2.229235469786637,1
1,NON,,,,,,,,,,,1ORD,PU,0600926F,49.49494393004018,2.753386126956073,1
1,NON,,,,,,,,,,,1ORD,PU,0600941X,49.52067559846977,2.7784953066836957,1
1,OUI,10/22/2014,OUI,OUI,OUI,8/27/2014,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021684V,49.98116653936503,3.462067844422629,1
1,OUI,9/1/2004,NON,OUI,NON,9/1/2004,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Je  n' ai pas  consulté le  rapport: les  renseignements  m' ont  été  fourni  par  la  municipalité  de  Mers-les-bains ( service  technique),1ORD,PU,0802038F,50.06657083822078,1.3890659500294975,1
1,OUI,1/2/2006,NON,OUI,NON,,NON,NON,OUI,,"Il n'a été détecté aucun matériau friable contenant de l'amiante donc pas de travaux à prévoir. Seuls ont été repérés des matériaux non friables, à savoir 2 tuyaux en amiante ciment dans le sous-sol et qui ne présentent aucun risque dès lors qu'on n'inter",1ORD,PU,0021093C,49.90329198497859,3.627075037545416,1
1,OUI,1/26/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0021841R,50.014663234714696,3.7849242480830663,1
1,,,,,,,,,,,"Ne connaissant pas les réponses, les services de la mairie devait m'envoyer les réponses. A ce jour, aucune réponse de la mairie de Liancourt ne m'est parvenue.",1ORD,PU,0600557E,49.330994849502474,2.4625650674230504,1
2,NON,,,,,,,,,,,1ORD,PU,0801360U,50.11083825895931,2.2557075045415376,1
1,NON,,,,,,,,,,,1ORD,PU,0021398J,49.17102199339165,3.266197654954304,1
1,NON,,,,,,,,,,,1ORD,PU,0020456K,49.664024629030024,3.365962878225584,1
1,OUI,5/9/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0601451B,49.295226850076475,2.5960765772892263,1
1,OUI,5/6/1998,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0801635T,49.86094000475687,2.343474314891016,1
1,NON,,,,,,,,,,,1ORD,PU,0020350V,49.77482991963232,3.1167201950405548,1
2,,,,,,,,,,,,1ORD,PU,0021710Y,49.15855920062349,3.4149386816096863,1
1,OUI,2/27/2007,OUI,OUI,,,NON,NON,OUI,,,1ORD,PU,0020816B,49.802431108239915,3.8266185818182885,1
1,OUI,6/18/2004,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0021595Y,49.976496290039336,3.9210844794900863,2
1,NON,,,,,,,,,,,1ORD,PU,0600407S,49.627057220546206,2.0311255586668753,1
1,NON,,,,,,,,,,,1ORD,PU,0600176R,49.201170394860355,3.0160834833084613,1
1,OUI,2/18/2015,NON,OUI,NON,,,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Ce rapport mentionne  que si pas de travaux, pas de risques.",1ORD,PU,0021697J,49.77603721144404,3.276303882380517,1
1,OUI,1/13/2006,OUI,OUI,NON,,NON,NON,OUI,,"Conformément à l'arrêté 2002-1181 du 22/08/2002, il est recommandé de procéder à une surveillance régulière de l'état de conservation des matériaux amiantés de bon état.",1ORD,PU,0600183Y,49.09635042419717,2.9968467643191183,1
1,OUI,6/1/2006,OUI,OUI,NON,,NON,NON,OUI,,"Il a été repéré des matériaux et produits contenant de l'amiante :
- dans les logements de fonction des personnels de direction et d'encadrement.
- dans l'atelier de l'agent de maintenance ( bâtiment appartenant à la mairie de Saint-Michel )

Le d",CLG,PU,0021663X,49.921812685007076,4.135401706148989,2
1,NON,,,,,,,,,,,LP,PR,0601162M,49.42848937587457,2.0890806331008007,3
1,NON,,,,,,,,,,,LYC,PR,0601950U,49.42920684774408,2.0875520047968164,3
1,OUI,12/13/2006,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0021828B,50.0228782017137,3.5132824544820647,1
1,NON,,,,,,,,,,,1ORD,PU,0021410X,49.85379075436958,3.4820647143672607,1
1,NON,,,,,,,,,,,1ORD,PU,0021256E,49.85205042351321,3.79678032958525,1
1,OUI,9/3/2004,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0600412X,49.5565517457209,2.0579133446981985,1
